Company name,ASX code,GICS industry group
"MOUNT RIDLEY MINES LIMITED",MRD,"Materials"
"MRG METALS LIMITED",MRQ,"Materials"
"MSL SOLUTIONS LIMITED",MPW,"Not Applic"
"MSM CORPORATION INTERNATIONAL LTD",MSM,"Software & Services"
"MULTIPLEX SITES TRUST",MXU,"Real Estate"
"MULTISTACK INTERNATIONAL LIMITED",MSI,"Capital Goods"
"MURCHISON HOLDINGS LIMITED",MCH,"Diversified Financials"
"MURRAY COD AUSTRALIA LIMITED",MCA,"Food, Beverage & Tobacco"
"MURRAY RIVER ORGANICS GROUP LIMITED",MRG,"Food, Beverage & Tobacco"
"MUSGRAVE MINERALS LIMITED",MGV,"Materials"
"MUSTANG RESOURCES LIMITED",MUS,"Materials"
"MUSTERA PROPERTY GROUP LIMITED",MPX,"Real Estate"
"MYER HOLDINGS LIMITED",MYR,"Retailing"
"MYFIZIQ LIMITED",MYQ,"Software & Services"
"MYOB GROUP LIMITED",MYO,"Software & Services"
"MYSTATE LIMITED",MYS,"Banks"
"MZI RESOURCES LTD",MZI,"Materials"
"N1 HOLDINGS LIMITED",N1H,"Banks"
"NAGAMBIE RESOURCES LIMITED",NAG,"Materials"
"NAMOI COTTON CO-OPERATIVE LIMITED",NAM,"Commercial & Professional Services"
"NANOSONICS LIMITED",NAN,"Health Care Equipment & Services"
"NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED",NAC,"Not Applic"
"NAOS EMERGING OPPORTUNITIES COMPANY LIMITED",NCC,"Not Applic"
"NATIONAL AUSTRALIA BANK LIMITED",NAB,"Banks"
"NATIONAL RMBS TRUST 2011-1 SERIES 2011-1",NAF,"Not Applic"
"NATIONAL RMBS TRUST 2011-2 SERIES 2011-2",NAO,"Not Applic"
"NATIONAL RMBS TRUST 2012-2 SERIES 2012-2",NAH,"Not Applic"
"NATIONAL RMBS TRUST 2015-1 SERIES 2015-1",NAJ,"Not Applic"
"NATIONAL RMBS TRUST 2016-1",NRM,"Not Applic"
"NATIONAL STORAGE REIT",NSR,"Real Estate"
"NATIONAL VETERINARY CARE LTD",NVL,"Health Care Equipment & Services"
"NAVARRE MINERALS LIMITED",NML,"Materials"
"NAVIGATOR RESOURCES LIMITED",NAV,"Materials"
"NAVITAS LIMITED",NVT,"Consumer Services"
"NEARMAP LTD",NEA,"Software & Services"
"NELSON RESOURCES LIMITED",NES,"Class Pend"
"NEMEX RESOURCES LIMITED",NXR,"Materials"
"NEOMETALS LTD",NMT,"Materials"
"NEPTUNE MARINE SERVICES LIMITED",NMS,"Energy"
"NETCCENTRIC LIMITED",NCL,"Media"
"NETCOMM WIRELESS LIMITED",NTC,"Technology Hardware & Equipment"
"NETLINKZ LIMITED",NET,"Software & Services"
"NEUREN PHARMACEUTICALS LIMITED",NEU,"Pharmaceuticals, Biotechnology & Life Sciences"
"NEUROTECH INTERNATIONAL LIMITED",NTI,"Health Care Equipment & Services"
"NEW AGE EXPLORATION LIMITED",NAE,"Energy"
"NEW GUINEA ENERGY LTD",NGE,"Energy"
"NEW HOPE CORPORATION LIMITED",NHC,"Energy"
"NEW STANDARD ENERGY LIMITED",NSE,"Energy"
"NEW TALISMAN GOLD MINES LIMITED",NTL,"Materials"
"NEW ZEALAND KING SALMON INVESTMENTS LIMITED",NZK,"Food, Beverage & Tobacco"
"NEWCREST MINING LIMITED",NCM,"Materials"
"NEWFIELD RESOURCES LIMITED",NWF,"Materials"
"NEWS CORPORATION..",NWS,"Media"
"NEWZULU LIMITED",NWZ,"Media"
"NEX METALS EXPLORATION LIMITED",NME,"Materials"
"NEXTDC LIMITED",NXT,"Software & Services"
"NEXUS MINERALS LIMITED",NXM,"Materials"
"NIB HOLDINGS LIMITED",NHF,"Insurance"
"NICK SCALI LIMITED",NCK,"Retailing"
"NICKELORE LIMITED",NIO,"Materials"
"NIDO PETROLEUM LIMITED",NDO,"Energy"
"NINE ENTERTAINMENT CO. HOLDINGS LIMITED",NEC,"Media"
"NIUMINCO GROUP LIMITED",NIU,"Materials"
"NKWE PLATINUM LIMITED",NKP,"Materials"
"NMG CORPORATION LIMITED",NMG,"Materials"
"NOBLE METALS LIMITED",NMM,"Materials"
"NONI B LIMITED",NBL,"Retailing"
"NORDIC INVESTMENT BANK",NIB,"Not Applic"
"NORTHERN MINERALS LIMITED",NTU,"Materials"
"NORTHERN MINING LIMITED",NMI,"Materials"
"NORTHERN STAR RESOURCES LTD",NST,"Materials"
"NORWEST ENERGY NL",NWE,"Energy"
"NORWOOD SYSTEMS LIMITED",NOR,"Software & Services"
"NOVARISE RENEWABLE RESOURCES INTERNATIONAL LIMITED",NOE,"Materials"
"NOVATTI GROUP LIMITED",NOV,"Software & Services"
"NOVITA HEALTHCARE LIMITED",NHL,"Health Care Equipment & Services"
"NOVOGEN LIMITED",NRT,"Pharmaceuticals, Biotechnology & Life Sciences"
"NOXOPHARM LIMITED",NOX,"Pharmaceuticals, Biotechnology & Life Sciences"
"NRW HOLDINGS LIMITED",NWH,"Capital Goods"
"NSL CONSOLIDATED LIMITED",NSL,"Materials"
"NSX LIMITED",NSX,"Diversified Financials"
"NTM GOLD LIMITED",NTM,"Materials"
"NUCOAL RESOURCES LIMITED",NCR,"Materials"
"NUENERGY GAS LIMITED",NGY,"Energy"
"NUFARM FINANCE (NZ) LIMITED",NFN,"Not Applic"
"NUFARM LIMITED",NUF,"Materials"
"NUHEARA LIMITED",NUH,"Technology Hardware & Equipment"
"NVOI LTD",NVO,"Software & Services"
"NYOTA MINERALS LIMITED",NYO,"Materials"
"NZME LIMITED",NZM,"Media"
"NZURI COPPER LIMITED",NZC,"Materials"
"OAKAJEE CORPORATION LIMITED",OKJ,"Diversified Financials"
"OAKDALE RESOURCES LIMITED",OAR,"Materials"
"OBJ LIMITED",OBJ,"Pharmaceuticals, Biotechnology & Life Sciences"
"OBJECTIVE CORPORATION LIMITED",OCL,"Software & Services"
"OCEANAGOLD CORPORATION",OGC,"Materials"
"OCEANIA CAPITAL PARTNERS LIMITED",OCP,"Diversified Financials"
"OCEANIA HEALTHCARE LIMITED",OCA,"Health Care Equipment & Services"
"OCHRE GROUP HOLDINGS LIMITED",OGH,"Materials"
"OCTANEX LIMITED",OXX,"Energy"
"ODIN ENERGY LIMITED",ODN,"Energy"
"ODYSSEY ENERGY LIMITED",ODY,"Energy"
"OFX GROUP LIMITED",OFX,"Diversified Financials"
"OIL BASINS LIMITED",OBL,"Energy"
"OIL SEARCH LIMITED",OSH,"Energy"
"OILEX LTD",OEX,"Energy"
"OKLO RESOURCES LIMITED",OKU,"Energy"
"OLDFIELDS HOLDINGS LIMITED",OLH,"Capital Goods"
"OM HOLDINGS LIMITED",OMH,"Materials"
"OMNI MARKET TIDE LTD",OMT,"Software & Services"
"ONCOSIL MEDICAL LTD",OSL,"Pharmaceuticals, Biotechnology & Life Sciences"
"ONEALL INTERNATIONAL LIMITED",1AL,"Consumer Durables & Apparel"
"ONEVIEW HEALTHCARE PLC",ONE,"Health Care Equipment & Services"
"ONEVUE HOLDINGS LIMITED",OVH,"Diversified Financials"
"ONTERRAN LIMITED",OTR,"Capital Goods"
"OOH!MEDIA LIMITED",OML,"Media"
"OOKAMI LIMITED",OOK,"Automobiles & Components"
"OPENDNA LIMITED",OPN,"Commercial & Professional Services"
"OPTHEA LIMITED",OPT,"Pharmaceuticals, Biotechnology & Life Sciences"
"OPTISCAN IMAGING LIMITED",OIL,"Health Care Equipment & Services"
"OPUS GROUP LIMITED",OPG,"Commercial & Professional Services"
"ORBITAL CORPORATION LIMITED",OEC,"Automobiles & Components"
"ORCA ENERGY LIMITED",OGY,"Energy"
"ORECORP LIMITED",ORR,"Materials"
"ORH LIMITED",ORH,"Capital Goods"
"ORICA LIMITED",ORI,"Materials"
"ORIENTAL TECHNOLOGIES INVESTMENT LIMITED",OTI,"Capital Goods"
"ORIGIN ENERGY LIMITED",ORG,"Energy"
"ORINOCO GOLD LIMITED",OGX,"Materials"
"ORION EQUITIES LIMITED",OEQ,"Diversified Financials"
"ORION GOLD NL",ORN,"Materials"
"ORION HEALTH GROUP LIMITED",OHE,"Health Care Equipment & Services"
"ORION METALS LIMITED",ORM,"Materials"
"ORO VERDE LIMITED",OVL,"Materials"
"OROCOBRE LIMITED",ORE,"Materials"
"ORORA LIMITED",ORA,"Materials"
"OROTONGROUP LIMITED",ORL,"Retailing"
"ORPHEUS ENERGY LIMITED",OEG,"Energy"
"ORTHOCELL LIMITED",OCC,"Pharmaceuticals, Biotechnology & Life Sciences"
"OSPREY MEDICAL INC",OSP,"Health Care Equipment & Services"
"OTHERLEVELS HOLDINGS LIMITED",OLV,"Software & Services"
"OTTO ENERGY LIMITED",OEL,"Energy"
"OVENTUS MEDICAL LIMITED",OVN,"Health Care Equipment & Services"
"OVER THE WIRE HOLDINGS LIMITED",OTW,"Software & Services"
"OVERLAND RESOURCES LIMITED",OVR,"Materials"
"OZ MINERALS LIMITED",OZL,"Materials"
"OZGROWTH LIMITED",OZG,"Not Applic"
"OZTRADE PUBLISHING GROUP LIMITED",OZT,"Class Pend"
"PACIFIC AMERICAN COAL LIMITED",PAK,"Materials"
"PACIFIC BAUXITE LIMITED",PBX,"Materials"
"PACIFIC CURRENT GROUP LIMITED",PAC,"Diversified Financials"
"PACIFIC DAIRIES LIMITED",PDF,"Food, Beverage & Tobacco"
"PACIFIC ENERGY LIMITED",PEA,"Utilities"
"PACIFIC MINING LIMITED",PFM,"Real Estate"
"PACIFIC SMILES GROUP LIMITED",PSQ,"Health Care Equipment & Services"
"PACIFIC STAR NETWORK LIMITED",PNW,"Media"
"PACIFICO MINERALS LIMITED",PMY,"Materials"
"PACT GROUP HOLDINGS LTD",PGH,"Materials"
"PALADIN ENERGY LTD",PDN,"Energy"
"PAN ASIA CORPORATION LIMITED",PZC,"Energy"
"PAN PACIFIC PETROLEUM NL",PPP,"Energy"
"PANCONTINENTAL OIL & GAS NL",PCL,"Energy"
"PANORAMA SYNERGY LTD",PSY,"Software & Services"
"PANORAMIC RESOURCES LIMITED",PAN,"Materials"
"PANTERRA GOLD LIMITED",PGI,"Materials"
"PANTORO LIMITED",PNR,"Materials"
"PAPERLINX SPS TRUST",PXU,"Not Applic"
"PAPYRUS AUSTRALIA LIMITED",PPY,"Materials"
"PARADIGM BIOPHARMACEUTICALS LIMITED..",PAR,"Pharmaceuticals, Biotechnology & Life Sciences"
"PARAGON CARE LIMITED",PGC,"Health Care Equipment & Services"
"PARINGA RESOURCES LIMITED",PNL,"Energy"
"PARKWAY MINERALS NL",PWN,"Materials"
"PATRYS LIMITED",PAB,"Pharmaceuticals, Biotechnology & Life Sciences"
"PEAK RESOURCES LIMITED",PEK,"Materials"
"PEAKO LIMITED",PKO,"Energy"
"PEEL MINING LIMITED",PEX,"Materials"
"PEET LIMITED",PPC,"Real Estate"
"PEGASUS METALS LIMITED",PUN,"Materials"
"PELICAN RESOURCES LIMITED",PEL,"Materials"
"PENINSULA ENERGY LIMITED",PEN,"Energy"
"PENINSULA MINES LIMITED",PSM,"Energy"
"PENTAL LIMITED",PTL,"Household & Personal Products"
"PEPINNINI MINERALS LIMITED",PNN,"Materials"
"PEPPER GROUP LIMITED",PEP,"Diversified Financials"
"PEPPERMINT INNOVATION LIMITED",PIL,"Software & Services"
"PERPETUAL EQUITY INVESTMENT COMPANY LIMITED",PIC,"Not Applic"
"PERPETUAL LIMITED",PPT,"Diversified Financials"
"PERPETUAL RESOURCES LIMITED",PEC,"Energy"
"PERSEUS MINING LIMITED",PRU,"Materials"
"PETRATHERM LTD",PTR,"Utilities"
"PETREL ENERGY LIMITED",PRL,"Energy"
"PETSEC ENERGY LIMITED",PSA,"Energy"
"PHARMANET GROUP LIMITED",PNO,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHARMAUST LIMITED",PAA,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHARMAXIS LTD",PXS,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHILEO AUSTRALIA LIMITED",PHI,"Real Estate"
"PHOSLOCK WATER SOLUTIONS LIMITED",PHK,"Commercial & Professional Services"
"PHOSPHAGENICS LIMITED",POH,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHYLOGICA LIMITED",PYC,"Pharmaceuticals, Biotechnology & Life Sciences"
"PILBARA MINERALS LIMITED",PLS,"Materials"
"PILOT ENERGY LIMITED",PGY,"Energy"
"PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED",PNI,"Diversified Financials"
"PIONEER CREDIT LIMITED",PNC,"Diversified Financials"
"PIONEER RESOURCES LIMITED",PIO,"Materials"
"PIXIE GROUP LIMITED",PEG,"Consumer Services"
"PLANET GAS LIMITED",PGS,"Energy"
"PLATINA RESOURCES LIMITED",PGM,"Materials"
"PLATINUM ASIA INVESTMENTS LIMITED",PAI,"Not Applic"
"PLATINUM ASSET MANAGEMENT LIMITED",PTM,"Diversified Financials"
"PLATINUM CAPITAL LIMITED",PMC,"Diversified Financials"
"PLATO INCOME MAXIMISER LIMITED.",PL8,"Not Applic"
"PLUKKA LIMITED",PKA,"Diversified Financials"
"PLYMOUTH MINERALS LIMITED",PLH,"Materials"
"PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED",PAF,"Not Applic"
"PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED",PGF,"Not Applic"
"PMP LIMITED",PMP,"Commercial & Professional Services"
"PNX METALS LIMITED",PNX,"Materials"
"PO VALLEY ENERGY LIMITED",PVE,"Energy"
"POINTERRA LIMITED",3DP,"Software & Services"
"POLYNOVO LIMITED",PNV,"Pharmaceuticals, Biotechnology & Life Sciences"
"POSEIDON NICKEL LIMITED",POS,"Materials"
"POWERHOUSE VENTURES LIMITED",PVL,"Commercial & Professional Services"
"POZ MINERALS LIMITED",POZ,"Materials"
"PPK GROUP LIMITED",PPK,"Capital Goods"
"PRAEMIUM LIMITED",PPS,"Software & Services"
"PRAIRIE MINING LIMITED",PDZ,"Materials"
"PRANA BIOTECHNOLOGY LIMITED",PBT,"Pharmaceuticals, Biotechnology & Life Sciences"
"PREDICTIVE DISCOVERY LIMITED",PDI,"Materials"
"PREMIER INVESTMENTS LIMITED",PMV,"Retailing"
"PREMIERE EASTERN ENERGY LIMITED",PEZ,"Energy"
"PRESCIENT THERAPEUTICS LIMITED",PTX,"Pharmaceuticals, Biotechnology & Life Sciences"
"PRIMA BIOMED LTD",PRR,"Pharmaceuticals, Biotechnology & Life Sciences"
"PRIMARY GOLD LIMITED",PGO,"Materials"
"PRIMARY HEALTH CARE LIMITED",PRY,"Health Care Equipment & Services"
"PRIMARY OPINION LIMITED",POP,"Software & Services"
"PRIME FINANCIAL GROUP LIMITED",PFG,"Diversified Financials"
"PRIME MEDIA GROUP LIMITED",PRT,"Media"
"PRO MEDICUS LIMITED",PME,"Health Care Equipment & Services"
"PRO-PAC PACKAGING LIMITED",PPG,"Materials"
"PROBIOTEC LIMITED",PBP,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROGRAMMED MAINTENANCE SERVICES LIMITED",PRG,"Commercial & Professional Services"
"PROGRESS 2010-1 TRUST",POB,"Not Applic"
"PROPERTY CONNECT HOLDINGS LIMITED",PCH,"Software & Services"
"PROPERTYLINK GROUP",PLG,"Real Estate"
"PROPHECY INTERNATIONAL HOLDINGS LIMITED",PRO,"Software & Services"
"PROSPECT RESOURCES LIMITED",PSC,"Materials"
"PROSPERITY RESOURCES LIMITED",PSP,"Materials"
"PROTEAN ENERGY LIMITED",POW,"Capital Goods"
"PROTEOMICS INTERNATIONAL LABORATORIES LTD",PIQ,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROVINCE OF ONTARIO",PON,"Not Applic"
"PS&C LIMITED",PSZ,"Commercial & Professional Services"
"PSC INSURANCE GROUP LIMITED",PSI,"Insurance"
"PSIVIDA CORP.",PVA,"Pharmaceuticals, Biotechnology & Life Sciences"
"PTB GROUP LIMITED",PTB,"Capital Goods"
"PUBLIC HOLDINGS (AUSTRALIA) LIMITED",PHA,"Diversified Financials"
"PUMA MASTERFUND P-16",PUB,"Not Applic"
"PUMA MASTERFUND S-8",PUG,"Not Applic"
"PUMA SERIES 2013-1",PUJ,"Not Applic"
"PUMA SERIES 2014-1",PUK,"Not Applic"
"PUMA SERIES 2014-2",PUO,"Not Applic"
"PUMA SERIES 2014-4P",PUQ,"Not Applic"
"PUMA SERIES 2015-1",PUU,"Not Applic"
"PUMA SERIES 2015-3",PUV,"Not Applic"
"PURA VIDA ENERGY NL",PVD,"Energy"
"PUREPROFILE LTD",PPL,"Software & Services"
"PUSHPAY HOLDINGS LIMITED",PPH,"Software & Services"
"PWR HOLDINGS LIMITED",PWH,"Automobiles & Components"
"Q TECHNOLOGY GROUP LIMITED",QTG,"Technology Hardware & Equipment"
"QANTAS AIRWAYS LIMITED",QAN,"Transportation"
"QANTM INTELLECTUAL PROPERTY LIMITED",QIP,"Commercial & Professional Services"
"QBE INSURANCE GROUP LIMITED",QBE,"Insurance"
"QMS MEDIA LIMITED",QMS,"Media"
"QRXPHARMA LTD",QRX,"Pharmaceuticals, Biotechnology & Life Sciences"
"QUANTIFY TECHNOLOGY HOLDINGS LIMITED",QFY,"Energy"
"QUANTUM ENERGY LIMITED.",QTM,"Consumer Durables & Apparel"
"QUANTUM RESOURCES LIMITED",QUR,"Materials"
"QUBE HOLDINGS LIMITED",QUB,"Transportation"
"QUEBEC",QBC,"Not Applic"
"QUEENSLAND BAUXITE LIMITED",QBL,"Materials"
"QUEENSLAND MINING CORPORATION LIMITED",QMN,"Materials"
"QUEENSLAND TREASURY CORPORATION",XQL,"Not Applic"
"QUEST INVESTMENTS LIMITED",QST,"Diversified Financials"
"QUEST MINERALS LIMITED",QNL,"Materials"
"QUESTE COMMUNICATIONS LIMITED",QUE,"Telecommunication Services"
"QUESTUS LIMITED",QSS,"Diversified Financials"
"QUICKSTEP HOLDINGS LIMITED",QHL,"Capital Goods"
"QUINTIS LTD",QIN,"Materials"
"QV EQUITIES LIMITED",QVE,"Not Applic"
"R3D GLOBAL LIMITED",R3D,"Capital Goods"
"RACE ONCOLOGY LTD",RAC,"Pharmaceuticals, Biotechnology & Life Sciences"
"RAFFLES CAPITAL LIMITED",RAF,"Diversified Financials"
"RAMELIUS RESOURCES LIMITED",RMS,"Materials"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2006-1",RMM,"Not Applic"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-1HE",RMB,"Not Applic"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-2H",RMH,"Not Applic"
"RAMSAY HEALTH CARE LIMITED",RHC,"Health Care Equipment & Services"
"RAND MINING LIMITED",RND,"Materials"
"RANGE INTERNATIONAL LIMITED",RAN,"Materials"
"RANGE RESOURCES LIMITED",RRS,"Energy"
"RAPTIS GROUP LIMITED",RPG,"Real Estate"
"RAPTOR RESOURCES LIMITED",RPL,"Class Pend"
"RAWSON OIL AND GAS LTD",RAW,"Energy"
"RBR GROUP LIMITED",RBR,"Materials"
"RCG CORPORATION LIMITED",RCG,"Retailing"
"RCR TOMLINSON LIMITED",RCR,"Capital Goods"
"REA GROUP LTD",REA,"Media"
"REAL ENERGY CORPORATION LIMITED",RLE,"Energy"
"REAL ESTATE INVESTAR GROUP LIMITED",REV,"Software & Services"
"REALM RESOURCES LIMITED",RRP,"Materials"
"RECCE LIMITED",RCE,"Pharmaceuticals, Biotechnology & Life Sciences"
"RECKON LIMITED",RKN,"Software & Services"
"RECTIFIER TECHNOLOGIES LTD",RFT,"Capital Goods"
"RED 5 LIMITED",RED,"Materials"
"RED EMPEROR RESOURCES NL",RMP,"Energy"
"RED HILL IRON LIMITED",RHI,"Materials"
"RED METAL LIMITED",RDM,"Materials"
"RED MOUNTAIN MINING LIMITED",RMX,"Materials"
"RED RIVER RESOURCES LIMITED",RVR,"Materials"
"RED SKY ENERGY LIMITED.",ROG,"Energy"
"REDBANK COPPER LIMITED",RCP,"Materials"
"REDBUBBLE LIMITED",RBL,"Software & Services"
"REDFLEX HOLDINGS LIMITED",RDF,"Technology Hardware & Equipment"
"REDFLOW LIMITED",RFX,"Capital Goods"
"REDHILL EDUCATION LIMITED",RDH,"Consumer Services"
"REDSTONE RESOURCES LIMITED",RDS,"Materials"
"REECE LIMITED",REH,"Capital Goods"
"REEDY LAGOON CORPORATION LIMITED",RLC,"Materials"
"REEF CASINO TRUST",RCT,"Consumer Services"
"REFFIND LIMITED",RFN,"Software & Services"
"REFRESH GROUP LIMITED",RGP,"Food, Beverage & Tobacco"
"REGENEUS LTD",RGS,"Pharmaceuticals, Biotechnology & Life Sciences"
"REGIONAL EXPRESS HOLDINGS LIMITED",REX,"Transportation"
"REGIS HEALTHCARE LIMITED",REG,"Health Care Equipment & Services"
"REGIS RESOURCES LIMITED",RRL,"Materials"
"RELIANCE WORLDWIDE CORPORATION LIMITED",RWC,"Capital Goods"
"RENASCOR RESOURCES LIMITED",RNU,"Energy"
"RENT.COM.AU LIMITED",RNT,"Software & Services"
"RENU ENERGY LIMITED",RNE,"Utilities"
"REPRODUCTIVE HEALTH SCIENCE LIMITED",RHS,"Pharmaceuticals, Biotechnology & Life Sciences"
"RESAPP HEALTH LIMITED",RAP,"Health Care Equipment & Services"
"RESMED INC",RMD,"Health Care Equipment & Services"
"RESOLUTE MINING LIMITED",RSG,"Materials"
"RESONANCE HEALTH LIMITED",RHT,"Health Care Equipment & Services"
"RESOURCE BASE LIMITED",RBX,"Materials"
"RESOURCE DEVELOPMENT GROUP LIMITED",RDG,"Materials"
"RESOURCE GENERATION LIMITED",RES,"Energy"
"RESOURCE MINING CORPORATION LIMITED",RMI,"Materials"
"RESOURCES & ENERGY GROUP LIMITED",REZ,"Materials"
"RESPIRI LIMITED",RSH,"Health Care Equipment & Services"
"RETAIL FOOD GROUP LIMITED",RFG,"Consumer Services"
"RETECH TECHNOLOGY., CO LIMITED",RTE,"Class Pend"
"REVA MEDICAL, INC",RVA,"Health Care Equipment & Services"
"REVERSE CORP LIMITED",REF,"Telecommunication Services"
"REWARD MINERALS LTD",RWD,"Materials"
"REWARDLE HOLDINGS LIMITED",RXH,"Software & Services"
"REX MINERALS LIMITED",RXM,"Materials"
"REY RESOURCES LIMITED",REY,"Energy"
"RHINOMED LIMITED",RNO,"Pharmaceuticals, Biotechnology & Life Sciences"
"RHIPE LIMITED",RHP,"Software & Services"
"RIDLEY CORPORATION LIMITED",RIC,"Food, Beverage & Tobacco"
"RIEDEL RESOURCES LIMITED",RIE,"Materials"
"RIFT VALLEY RESOURCES LIMITED.",RVY,"Materials"
"RIMFIRE PACIFIC MINING NL",RIM,"Materials"
"RIO TINTO LIMITED",RIO,"Materials"
"RISION LIMITED",RNL,"Software & Services"
"RIVA RESOURCES LIMITED",RIR,"Materials"
"RMA ENERGY LIMITED",RMT,"Materials"
"RMG LIMITED",RMG,"Materials"
"RNY PROPERTY TRUST",RNY,"Real Estate"
"ROBO 3D LIMITED",RBO,"Capital Goods"
"ROTO-GRO INTERNATIONAL LIMITED",RGI,"Capital Goods"
"ROX RESOURCES LIMITED",RXL,"Materials"
"ROYAL WOLF HOLDINGS LIMITED",RWH,"Commercial & Professional Services"
"ROYALCO RESOURCES LIMITED",RCO,"Materials"
"RPMGLOBAL HOLDINGS LIMITED",RUL,"Software & Services"
"RTG MINING INC.",RTG,"Materials"
"RUBICOR GROUP LIMITED",RUB,"Commercial & Professional Services"
"RUBIK FINANCIAL LIMITED",RFL,"Software & Services"
"RUMBLE RESOURCES LIMITED",RTR,"Materials"
"RURAL FUNDS GROUP",RFF,"Real Estate"
"RURALCO HOLDINGS LIMITED",RHL,"Retailing"
"RXP SERVICES LIMITED",RXP,"Software & Services"
"RYDER CAPITAL LIMITED",RYD,"Not Applic"
"S2 RESOURCES LTD",S2R,"Materials"
"SABRE RESOURCES LIMITED",SBR,"Materials"
"SACGASCO LIMITED",SGC,"Energy"
"SAFEROADS HOLDINGS LIMITED",SRH,"Capital Goods"
"SAGALIO ENERGY LIMITED",SAN,"Materials"
"SALMAT LIMITED",SLM,"Commercial & Professional Services"
"SALT LAKE POTASH LIMITED",SO4,"Materials"
"SAMSON OIL & GAS LIMITED",SSN,"Energy"
"SANDFIRE RESOURCES NL",SFR,"Materials"
"SANDON CAPITAL INVESTMENTS LIMITED",SNC,"Not Applic"
"SANTANA MINERALS LIMITED",SMI,"Materials"
"SANTOS LIMITED",STO,"Energy"
"SARACEN MINERAL HOLDINGS LIMITED",SAR,"Materials"
"SAUNDERS INTERNATIONAL LIMITED",SND,"Capital Goods"
"SAYONA MINING LIMITED",SYA,"Materials"
"SCENTRE GROUP",SCG,"Real Estate"
"SCENTRE GROUP TRUST 1",SCW,"Real Estate"
"SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2",SCA,"Not Applic"
"SCHAFFER CORPORATION LIMITED",SFC,"Automobiles & Components"
"SCIDEV LTD",SDV,"Materials"
"SCIGEN LIMITED",SIE,"Pharmaceuticals, Biotechnology & Life Sciences"
"SCOTTISH PACIFIC GROUP LIMITED",SCO,"Diversified Financials"
"SCOUT SECURITY LIMITED",SCT,"Class Pend"
"SDI LIMITED",SDI,"Health Care Equipment & Services"
"SEAFARMS GROUP LIMITED",SFG,"Food, Beverage & Tobacco"
"SEALINK TRAVEL GROUP LIMITED",SLK,"Consumer Services"
"SEARCH PARTY GROUP LTD",SP1,"Software & Services"
"SECOS GROUP LTD",SES,"Materials"
"SECURE2GO GROUP LIMITED",S2G,"Class Pend"
"SECURITISED AUSTRALIAN MORTGAGE TRUST 2011-1",SAC,"Not Applic"
"SEEK LIMITED",SEK,"Commercial & Professional Services"
"SEGUE RESOURCES LIMITED",SEG,"Materials"
"SELECT HARVESTS LIMITED",SHV,"Food, Beverage & Tobacco"
"SENETAS CORPORATION LIMITED",SEN,"Technology Hardware & Equipment"
"SENEX ENERGY LIMITED",SXY,"Energy"
"SENSERA LIMITED",SE1,"Semiconductors & Semiconductor Equipment"
"SEQUOIA FINANCIAL GROUP LTD",SEQ,"Diversified Financials"
"SERIES 2007-1 HARVEY TRUST",HTV,"Not Applic"
"SERIES 2007-2 REDS TRUST",REQ,"Not Applic"
"SERIES 2009-1 WST TRUST",WSC,"Not Applic"
"SERIES 2010-1 REDS TRUST",REK,"Not Applic"
"SERIES 2010-2 REDS TRUST",RDA,"Not Applic"
"SERIES 2011-1 WST TRUST",WSH,"Not Applic"
"SERIES 2011-2 WST TRUST",WSJ,"Not Applic"
"SERIES 2011-3 WST TRUST",WSN,"Not Applic"
"SERIES 2012-1 WST TRUST",WSO,"Not Applic"
"SERIES 2012-1E REDS TRUST",RFB,"Not Applic"
"SERIES 2013-1 HARVEY TRUST",HTB,"Not Applic"
"SERIES 2013-1 WST TRUST",WSQ,"Not Applic"
"SERIES 2013-2 WST TRUST",WSD,"Not Applic"
"SERIES 2014-1 WST TRUST",WSZ,"Not Applic"
"SERIES 2014-2 WST TRUST",WEK,"Not Applic"
"SERIES 2015-1 WST TRUST",WEJ,"Not Applic"
"SERVCORP LIMITED",SRV,"Real Estate"
"SERVICE STREAM LIMITED",SSM,"Capital Goods"
"SERVTECH GLOBAL HOLDINGS LTD",SVT,"Software & Services"
"SEVEN GROUP HOLDINGS LIMITED",SVW,"Capital Goods"
"SEVEN WEST MEDIA LIMITED",SWM,"Media"
"SEYMOUR WHYTE LIMITED",SWL,"Capital Goods"
"SG FLEET GROUP LIMITED",SGF,"Commercial & Professional Services"
"SHAREROOT LTD",SRO,"Software & Services"
"SHARK MITIGATION SYSTEMS LIMITED",SM8,"Technology Hardware & Equipment"
"SHAVER SHOP GROUP LIMITED",SSG,"Retailing"
"SHAW RIVER MANGANESE LIMITED",SRR,"Materials"
